UserID,FirstName,LastName,DateOfBirth,Sex,Street,City,LicensePlate,Married,NumberPets,Duration,Amount,InstallmentRatePercentage,ResidenceDuration,NumberExistingCredits,NumberPeopleMaintenance,OwnCar,ForeignWorker,CheckingAccountStatus.lt.0,CheckingAccountStatus.0.to.200,CheckingAccountStatus.gt.200,CheckingAccountStatus.none,CreditHistory.NoCredit.AllPaid,CreditHistory.ThisBank.AllPaid,CreditHistory.PaidDuly,CreditHistory.Delay,CreditHistory.Critical,Purpose.NewCar,Purpose.UsedCar,Purpose.Furniture.Equipment,Purpose.Radio.Television,Purpose.DomesticAppliance,Purpose.Repairs,Purpose.Education,Purpose.Vacation,Purpose.Retraining,Purpose.Business,Purpose.Other,OtherDebtorsGuarantors.None,OtherDebtorsGuarantors.CoApplicant,OtherDebtorsGuarantors.Guarantor,Property.RealEstate,Property.Insurance,Property.CarOther,Property.Unknown,OtherInstallmentPlans.Bank,OtherInstallmentPlans.Stores,OtherInstallmentPlans.None,Housing.Rent,Housing.Own,Housing.ForFree,Job.UnemployedUnskilled,Job.UnskilledResident,Job.SkilledEmployee,Job.Management.SelfEmp.HighlyQualified,EmploymentDuration,SavingsAccountBonds,BadCredit
596-05-4750,Christopher,Graham,1989-08-17,M,649 Wanda Valley Apt. 109,Port Keith,7-98178D,1.0,1.0,18,2342,4,2,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,8.0,0.0,0
315-54-3958,Samuel,Lewis,1994-06-01,M,613 Sampson Keys Suite 660,Cassandraton,444 ZHQ,0.0,1.0,6,2381,2,4,2,2,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,13.0,189.0,0
849-07-9468,April,Stout,1995-01-27,F,02589 Rogers Ports,East Jill,8-H6396,1.0,1.0,24,5621,4,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0.0,0.0,1
209-12-1529,Jeffrey,Ayers,1978-12-14,M,265 Samuel Courts Apt. 819,North Judithbury,YUI 825,0.0,2.0,36,9887,2,4,1,2,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,10.0,0.0,0
199-69-4019,Alexander,Smith,1972-01-18,M,98196 Julia Curve,New Roberttown,52U•334,0.0,2.0,9,2027,2,4,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,12.0,136.0,0
080-64-5922,Nicholas,Roman,1983-05-01,M,0412 Danielle Prairie Apt. 179,North Judithbury,D42 1EJ,0.0,2.0,24,2189,4,4,2,2,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0.0,121.0,1
011-23-9295,Susan,Clark,1997-03-18,F,0617 Jason Manor,East Jessetown,2KU O24,1.0,0.0,24,2173,4,4,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0.0,0.0,1
525-98-2497,Mark,Bond,1994-02-23,M,5799 Eric Streets,Cassandraton,DG 90808,0.0,0.0,10,2356,4,4,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,3.0,589.0,1
525-52-3164,Daniel,Diaz,1985-03-28,M,52312 Hill Flats,East Jill,584776,0.0,2.0,15,4248,2,2,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,4.0,863.0,0
393-55-3273,David,Gonzalez,1986-08-24,M,1994 Laura Stravenue Suite 676,North Judithbury,45X 919,0.0,1.0,15,12330,1,2,1,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,,248.0,1
829-42-7036,Keith,Brooks,1994-02-11,M,2084 Carter Views,Lisatown,Q01 2LM,1.0,1.0,24,2543,4,2,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1.0,0.0,0
576-09-6318,Richard,Howard,1976-07-15,M,55251 Lucas Branch,North Judithbury,953-KGO,0.0,0.0,39,15458,4,2,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,16.0,335.0,0
048-36-6902,Drew,Lewis,1994-07-02,M,84919 Fleming Mews,North Judithbury,077 KGG,0.0,1.0,12,1366,4,2,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,4.0,0.0,1
072-61-1559,Bryan,Chavez,1989-03-19,M,639 Justin Row Apt. 742,North Judithbury,BR5 Q0B,0.0,0.0,36,8435,2,2,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,2.0,0.0,0
049-02-2274,Ronald,Perry,1995-03-19,M,5561 Snyder Causeway Suite 477,East Jill,D10 3LT,0.0,2.0,15,4837,2,4,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,7.0,0.0,0
277-90-2791,Brian,Morris,2000-12-17,M,21358 Sarah Ways Apt. 401,New Kellystad,596JCI,1.0,0.0,12,1053,4,4,2,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,4.0,0.0,0
232-12-4323,Tim,Silva,1967-08-02,M,52967 Aimee Garden,North Judithbury,745 7PV,0.0,2.0,24,4059,4,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0.0,347.0,0
780-68-8421,Pamela,Dawson,1984-10-27,F,331 Teresa Circle Apt. 037,Lake Debra,539-GPD,1.0,1.0,6,1096,4,3,2,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,5.0,0.0,0
434-22-5033,Scott,Hodges,1982-03-25,M,728 Robin Forges Suite 679,North Judithbury,314 GYM,0.0,2.0,6,2450,2,4,1,2,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0.0,0.0,0
564-11-5807,Tiffany,Ray,1997-08-28,F,71130 Lopez Burgs,East Jill,V41-QOL,1.0,0.0,36,12829,2,4,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0.0,0.0,1
623-64-8498,Jeffrey,Hernandez,1977-12-16,M,507 Wood Causeway Suite 634,East Jill,MMF 948,0.0,2.0,6,2165,3,2,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,10.0,497.0,0
104-29-4396,Jeffrey,Maldonado,1985-06-18,M,31009 Allen Place,East Jessetown,IH-9666,0.0,1.0,6,1260,4,4,2,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,9.0,241.0,0
698-09-2731,Jon,Jackson,1978-02-27,M,4940 Jackson Squares,North Judithbury,P43-25X,0.0,0.0,24,9913,3,4,2,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,11.0,0.0,0
598-01-8001,Chelsea,Yoder,1997-11-17,F,76502 Ibarra Extension,East Jill,095Y7,1.0,0.0,18,5742,2,2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,2.0,0.0,1
559-33-7971,Shane,Kennedy,1967-08-13,M,94388 Kari Trail,North Judithbury,DJ-5775,0.0,0.0,48,12814,3,4,2,2,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2.0,0.0,1
592-95-7057,Dawn,Ellis,1997-09-02,F,5897 Joseph Path Apt. 263,North Judithbury,70EL3,1.0,1.0,24,6278,3,4,1,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,7.0,486.0,0
196-06-9495,Heather,Garner,1994-11-08,F,1487 Joseph Springs,Lake Chad,9KM 644,1.0,2.0,18,2003,4,4,1,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,4.0,0.0,0
639-72-2665,Joseph,Cooper,1990-07-12,M,7954 Tara Parks,East Jessetown,7E284,0.0,2.0,26,14339,2,3,2,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.0,0.0,0
159-12-4435,Elizabeth,Roberts,1989-08-20,F,70349 Brian Inlet Apt. 650,Lake Debra,488IEL,1.0,2.0,15,2758,4,3,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,3.0,421.0,0
447-87-5284,Charles,Quinn,1979-07-24,M,143 Thomas Knoll Apt. 666,North Noahstad,IJ-9429,0.0,0.0,4,2705,2,1,2,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,7.0,0.0,0
142-68-7241,Robert,Taylor,1991-04-01,M,2683 Torres Hills,North Noahstad,782-661,0.0,1.0,36,4144,4,4,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,4.0,0.0,1
131-80-8901,Michael,Gordon,1979-09-04,M,5676 Murray Points Apt. 612,New Jessica,98J ZH5,0.0,1.0,6,1192,3,4,1,2,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0.0,0.0,0
580-62-5429,Steven,Rich,1989-09-01,M,2607 Combs Corner,Ericmouth,5IUD914,0.0,2.0,36,4091,3,1,2,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,4.0,0.0,0
639-89-3289,Sharon,Martinez,1993-06-13,F,382 Taylor Spring,East Jill,E40 7JU,1.0,2.0,15,4736,2,4,2,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1.0,258.0,1
189-31-8958,Brian,Smith,1980-02-25,M,133 Thomas Village,East Jessetown,467-OMBD,1.0,1.0,12,2705,4,4,1,1,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1.0,0.0,0
684-13-9647,David,Salazar,1996-04-10,M,916 Daisy Ferry Apt. 328,New Roberttown,WRG-7744,1.0,1.0,24,2360,4,3,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,6.0,139.0,0
143-60-7510,Johnny,Contreras,1995-08-17,M,1766 Anthony Mount Apt. 960,Port Keith,9JB 705,0.0,0.0,24,5589,4,2,2,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.0,519.0,0
860-83-7926,Donald,Holden,1988-05-12,M,835 Palmer Extensions Apt. 595,New Roberttown,24W•461,0.0,1.0,21,4174,2,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0.0,0.0,1
031-94-2608,Jamie,Ruiz,1945-11-03,F,884 Heidi Radial,East Jill,9LS 610,1.0,2.0,6,2473,4,3,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,,42.0,0
622-81-0483,Crystal,Ortega,1984-03-07,F,753 Daniel Extensions Suite 610,North Judithbury,17I DB5,1.0,2.0,18,6502,3,4,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,10.0,0.0,0
209-05-2303,Thomas,Morris,1979-07-18,M,2983 Johnny Mill Suite 332,East Jill,3-Q1901,0.0,2.0,48,13973,4,4,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,14.0,0.0,1
821-09-7191,Stephanie,Ward,1976-01-16,F,815 Faith Stream Suite 339,North Judithbury,Q82-LLT,1.0,0.0,18,5488,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0.0,0.0,0
400-91-5864,Jeffrey,Bennett,1999-04-05,M,128 Garcia Parks,Lake Chad,3B 4T4RKA,1.0,1.0,12,2761,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0.0,0.0,1
343-98-0974,Barry,Savage,1962-03-03,M,89389 Ross Centers Apt. 974,Ericmouth,ABK 643,0.0,1.0,24,3658,4,4,2,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,8.0,0.0,0
278-93-0684,Charles,Payne,1990-01-09,M,037 Linda Port Apt. 516,North Judithbury,91X 872,0.0,2.0,30,11430,4,4,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,9.0,40.0,1
881-49-0297,Brian,Crawford,1987-09-30,M,567 Harrington Wells,New Jessica,3A 8B9AYZ,0.0,2.0,18,5155,2,1,1,2,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,4.0,0.0,1
233-53-8786,Juan,Williams,1960-03-24,M,266 Darrell Crest Suite 535,East Jessetown,3-B3190,0.0,2.0,12,2259,4,4,2,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,15.0,0.0,0
133-78-6518,Keith,Ritter,1977-09-26,M,301 David Falls,Ericmouth,934BKL,0.0,0.0,24,2399,4,2,2,2,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,,0.0,1
327-90-8871,Karen,Martinez,1984-06-03,F,48375 Scott Hollow,New Jessica,43Y R84,1.0,1.0,24,3640,4,4,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,3.0,0.0,0
716-57-7435,Jonathan,Brown,1989-05-09,M,974 James Dam Apt. 483,Jacquelineland,L20 3XZ,0.0,1.0,24,2794,3,1,1,2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,6.0,0.0,0
046-29-3371,Tiffany,Smith,1996-07-12,F,4964 Brian Walk,North Judithbury,66M PA7,1.0,2.0,12,1127,4,4,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1.0,0.0,1
744-80-7112,James,Keller,1985-09-02,M,408 Pineda Rest,Robinsonshire,5-49305,0.0,2.0,48,15944,2,1,2,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,6.0,67.0,0
016-36-4496,Sharon,Patton,1998-07-05,F,86487 Armstrong Port,North Judithbury,84-26732,1.0,0.0,12,1793,4,4,2,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,7.0,290.0,0
474-03-7208,Bradley,Wright,1976-09-27,M,9609 Ward Shoals Suite 901,Cassandraton,427 SVK,0.0,2.0,6,3150,2,4,1,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,16.0,947.0,0
646-23-2407,Adam,Johnson,1988-01-08,M,8360 Joshua Ridge Suite 172,Port Keith,YZ4 4723,1.0,1.0,48,12598,1,1,2,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,4.0,0.0,1
615-31-5730,Seth,Douglas,1993-10-20,M,02879 Williams Stravenue,North Judithbury,5B 8W0IIA,0.0,2.0,12,3591,4,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.0,172.0,0
026-42-9945,Ashley,Hunter,1954-06-25,F,133 Hudson Village,New Jessica,1N642,1.0,1.0,9,2158,4,4,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,7.0,0.0,0
803-75-5637,Richard,Rogers,2000-01-26,M,574 Ethan Cape Suite 290,North Judithbury,TGZ K88,0.0,2.0,12,2396,2,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0.0,0.0,1
868-68-0843,Teresa,Gray,1992-06-13,F,261 Susan Fork,Herrerafurt,898-681,1.0,0.0,18,4100,3,3,2,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.0,258.0,1
082-46-9183,Lisa,Hopkins,1991-11-14,F,4394 Mark Union Suite 375,North Noahstad,765-DWH,1.0,1.0,21,9005,1,4,2,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,3.0,130.0,1
350-41-1933,Jonathan,Melendez,1993-07-22,M,376 Ashley Views Apt. 836,East Jill,294S4,0.0,2.0,24,6394,3,4,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,4.0,0.0,1
025-89-2736,Brad,Fisher,1989-08-17,M,732 Smith Crest,Cassandraton,87-1206I,0.0,2.0,18,3470,2,2,2,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0.0,0.0,1
419-81-7369,William,Anderson,1972-04-06,M,5268 Jennifer Crest Suite 599,Herrerafurt,15D XB7,0.0,2.0,24,5335,4,4,1,2,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,12.0,18.0,0
305-64-5589,Patrick,Graham,1997-06-01,M,229 Edwin Avenue Suite 765,North Judithbury,89-F413,0.0,1.0,24,2783,4,4,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,5.0,0.0,1
122-37-4487,Amber,Holmes,1992-11-01,F,5652 Bobby Street Apt. 684,Lake Debra,154 2TK,1.0,1.0,6,1229,2,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0.0,0.0,0
551-25-0110,John,Walker,1984-01-30,M,4913 Thomas Ford,North Noahstad,QYF-0908,0.0,0.0,36,22300,1,4,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2.0,140.0,1
763-29-1219,John,Carson,1985-01-03,M,49678 Mariah Hill Apt. 176,Lisatown,ICE-4151,0.0,0.0,24,8482,4,2,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,3.0,103.0,0
894-29-3206,Erin,Hunter,1998-01-04,F,8150 Garcia Squares Suite 380,Port Keith,U29 6AH,1.0,2.0,24,2795,3,2,2,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,4.0,438.0,0
503-72-3417,Derek,Hernandez,1985-07-01,M,742 Cynthia Corners,North Judithbury,XXG 061,0.0,2.0,12,2470,2,3,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,5.0,0.0,1
557-62-4841,Michael,Williams,1986-10-07,M,693 Washington Shoals Apt. 434,Lisatown,6PP95,0.0,1.0,24,4640,2,2,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,9.0,1166.0,0
298-35-8315,Brent,Rodriguez,1980-12-08,M,7536 Gregory Island Apt. 562,Ramirezstad,630-ZPT,0.0,2.0,48,7162,4,1,2,2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,5.0,448.0,0
420-29-9380,Cindy,Rosales,1991-04-26,F,85456 Lamb Manors Suite 404,East Jessetown,XHK-047,1.0,1.0,48,12164,3,2,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,3.0,0.0,1
065-84-0807,Sheri,Herrera,1997-07-15,F,952 Stephanie Brooks,East Jessetown,5CY W58,1.0,2.0,24,5821,4,4,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0.0,0.0,1
514-51-7945,Joseph,Cox,1983-10-11,M,86342 Rivera Forge,North Judithbury,XHA-0081,0.0,1.0,30,10717,3,2,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,6.0,0.0,0
740-91-6806,Amanda,Campbell,1995-03-06,F,30416 Anderson Streets,New Jessica,118C,1.0,0.0,24,9779,2,4,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,,546.0,0
672-74-7724,Alicia,Newton,1999-10-06,F,96394 Coleman Summit,New Kellystad,314 JIO,1.0,1.0,15,1451,4,4,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,4.0,0.0,0
230-74-0408,James,Jordan,1994-11-22,M,8474 Patrick Parks,New Roberttown,MLY 817,0.0,1.0,9,1948,4,4,2,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,16.0,0.0,0
859-61-8576,Jennifer,Hall,1997-03-13,F,9145 Lisa Corner Apt. 823,East Jill,SHC-269,1.0,1.0,15,5018,2,3,2,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,6.0,0.0,0
814-63-8939,Miranda,Knight,1994-05-13,F,74645 Benjamin Spurs,New Roberttown,960-438,1.0,2.0,12,5274,2,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,7.0,0.0,0
171-26-7170,Kathryn,Chung,1988-12-26,F,7788 Samantha Manors,North Judithbury,CME-0281,1.0,0.0,24,3469,3,2,2,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,2.0,256.0,0
298-67-3350,Sergio,Wilson,1995-04-16,M,2872 Ross Hill Apt. 644,North Judithbury,KTL 922,0.0,2.0,36,5076,4,4,2,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0.0,0.0,1
320-90-3075,Robert,Crane,1994-02-01,M,947 Clark Isle Apt. 287,North Judithbury,22KN710,1.0,1.0,24,1687,4,3,2,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0.0,0.0,0
640-99-6608,Curtis,Davis,1990-11-19,M,1097 Carl Roads Apt. 503,East Jessetown,945JN,0.0,0.0,18,1901,3,3,2,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,15.0,0.0,1
