UserID,FirstName,LastName,DateOfBirth,Sex,Street,City,LicensePlate,Married,NumberPets,Duration,Amount,InstallmentRatePercentage,ResidenceDuration,NumberExistingCredits,NumberPeopleMaintenance,OwnCar,ForeignWorker,EmploymentDuration,SavingsAccountBonds,BadCredit,Purpose,Property,Job,Housing,OtherDebtorsGuarantors,CreditHistory,CheckingAccountStatus,OtherInstallmentPlans
538-54-4725,Eric,Jenkins,1985-12-14,M,95243 Hale Avenue,North Judithbury,ZPA 116,no,0.0,6,3370,4,4,3,1,no,yes,,0.0,0,Purpose.Furniture.Equipment,Property.Unknown,Job.Management.SelfEmp.HighlyQualified,Housing.ForFree,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
452-81-1790,Nicholas,Jackson,1987-08-03,M,23728 Shannon Via Apt. 230,Cassandraton,346-FZY,no,0.0,24,3704,4,2,2,1,no,yes,2.0,0.0,0,Purpose.Repairs,Property.RealEstate,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.none,OtherInstallmentPlans.None
100-28-8558,Sean,Martin,1997-05-23,M,61415 Brenda Neck Suite 100,North Judithbury,090Y,no,1.0,9,3845,3,2,1,1,yes,yes,2.0,0.0,0,Purpose.Furniture.Equipment,Property.RealEstate,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
468-90-6584,Ricky,Bennett,1995-10-14,M,7596 Wood Junctions Suite 356,East Jessetown,5TB L10,yes,1.0,12,2671,2,1,1,1,no,yes,1.0,178.0,1,Purpose.Radio.Television,Property.RealEstate,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
654-42-0273,Nicholas,Barron,1998-09-09,M,91843 Hayes Spur,New Roberttown,63PQ0,yes,0.0,6,1188,2,4,1,1,yes,yes,5.0,879.0,0,Purpose.Repairs,Property.RealEstate,Job.UnskilledResident,Housing.Rent,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.None
200-92-2346,Madeline,Marks,1984-04-05,F,739 Ross Ridge Apt. 567,West Michael,64WD9,yes,2.0,24,2317,4,4,2,1,no,yes,8.0,1763.0,0,Purpose.NewCar,Property.RealEstate,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.none,OtherInstallmentPlans.None
772-85-1466,Sergio,Walter,1957-04-13,M,71487 Peggy Crescent,North Judithbury,332-VRH,no,1.0,42,6109,4,4,2,1,yes,yes,,0.0,0,Purpose.Repairs,Property.CarOther,Job.UnemployedUnskilled,Housing.Own,OtherDebtorsGuarantors.CoApplicant,CreditHistory.Critical,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
893-29-9437,Ashley,Holder,1995-03-06,F,56434 Lynn Skyway,North Judithbury,V71 5ER,yes,1.0,12,1096,4,1,1,1,yes,yes,0.0,0.0,1,Purpose.Business,Property.RealEstate,Job.UnemployedUnskilled,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.ThisBank.AllPaid,CheckingAccountStatus.gt.200,OtherInstallmentPlans.None
874-41-6230,Randall,Burke,1982-01-02,M,6863 Jonathon Highway Apt. 115,East Jill,SGX-1952,no,2.0,12,3391,4,4,1,1,no,yes,8.0,0.0,0,Purpose.NewCar,Property.CarOther,Job.Management.SelfEmp.HighlyQualified,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.None
228-14-6477,Laura,Smith,1991-03-04,F,836 Flores Lakes,North Noahstad,289Z9,yes,2.0,12,2916,2,3,1,1,yes,yes,2.0,0.0,0,Purpose.Furniture.Equipment,Property.Insurance,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.CoApplicant,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
507-38-6172,Adam,Phelps,1991-09-18,M,43772 Thomas Shores Apt. 954,Lisatown,973-WDIW,no,0.0,20,4732,2,3,2,1,no,yes,3.0,0.0,0,Purpose.Other,Property.CarOther,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Delay,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.Bank
346-55-7757,Anthony,Patrick,1980-02-28,M,330 Melissa Stream,Lake Roberto,JVF 086,no,2.0,12,1294,4,4,1,2,yes,yes,7.0,0.0,1,Purpose.Education,Property.CarOther,Job.UnskilledResident,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.Bank
224-96-3206,Wanda,Todd,1992-04-07,F,84438 Davis Islands Apt. 472,East Jill,742 3EO,yes,1.0,48,9173,2,3,1,1,no,yes,4.0,0.0,1,Purpose.Furniture.Equipment,Property.CarOther,Job.Management.SelfEmp.HighlyQualified,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
608-56-2435,Nancy,Smith,1980-04-01,F,266 Sara Court,North Judithbury,018 PF5,yes,2.0,9,2239,4,4,2,1,yes,yes,8.0,502.0,0,Purpose.Education,Property.Insurance,Job.UnskilledResident,Housing.Rent,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.none,OtherInstallmentPlans.None
282-81-7293,Lori,Powell,1986-06-11,F,36749 Denise Lane,North Judithbury,ZVV 176,yes,1.0,36,3316,4,4,1,1,no,yes,0.0,0.0,1,Purpose.NewCar,Property.CarOther,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
306-74-2052,Jacob,Wilson,1987-03-27,M,78309 Hill Summit,North Judithbury,ZS-2676,no,0.0,7,4637,2,2,1,1,yes,yes,3.0,0.0,0,Purpose.Radio.Television,Property.RealEstate,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.Guarantor,CreditHistory.PaidDuly,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
883-77-2949,Ariana,Brown,1965-10-01,F,0688 Brown Villages,Ericmouth,1RW 312,yes,0.0,12,2563,3,4,1,1,no,yes,8.0,129.0,0,Purpose.Furniture.Equipment,Property.RealEstate,Job.Management.SelfEmp.HighlyQualified,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.gt.200,OtherInstallmentPlans.None
308-06-8511,Aaron,West,1960-09-08,M,02932 Anna Vista Apt. 118,Lake Debra,603 LRF,yes,2.0,15,2722,3,3,2,1,yes,yes,3.0,1390.0,1,Purpose.Repairs,Property.Insurance,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Delay,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.Stores
606-46-4545,Tanner,Carter,1990-10-06,M,97585 Hailey Shore Apt. 303,North Judithbury,JG 2983,no,2.0,36,19897,4,2,1,1,no,yes,3.0,464.0,0,Purpose.UsedCar,Property.CarOther,Job.Management.SelfEmp.HighlyQualified,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.none,OtherInstallmentPlans.None
649-90-3157,Betty,Dean,1992-01-08,F,446 Ricardo Corner,North Judithbury,VN 28314,yes,2.0,6,932,3,1,1,1,yes,yes,4.0,0.0,0,Purpose.Radio.Television,Property.RealEstate,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.None
068-43-1458,Miguel,Elliott,1988-02-29,M,2566 Tamara Gateway,New Roberttown,IDR-186,no,2.0,12,4966,2,4,2,1,yes,yes,8.0,0.0,0,Purpose.Furniture.Equipment,Property.Insurance,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.NoCredit.AllPaid,CheckingAccountStatus.none,OtherInstallmentPlans.None
887-37-9037,Jack,Cook,1985-08-09,M,34016 Nicholas Cove Apt. 284,East Jill,8ZP D59,no,2.0,24,4806,4,4,1,1,no,yes,15.0,0.0,0,Purpose.UsedCar,Property.CarOther,Job.Management.SelfEmp.HighlyQualified,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.None
582-95-4381,Devin,Garcia,1990-11-01,M,56258 Woods Crossroad,East Jessetown,AV8 2226,no,1.0,24,8671,2,3,1,1,no,yes,7.0,0.0,1,Purpose.NewCar,Property.Insurance,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.CoApplicant,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
417-99-5124,Amy,Swanson,1992-10-18,F,396 White Knoll Suite 844,West Michael,QWH 414,yes,1.0,24,4822,4,1,1,1,no,yes,0.0,0.0,0,Purpose.UsedCar,Property.Unknown,Job.Management.SelfEmp.HighlyQualified,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.None
510-66-8723,Ryan,Walters,1985-06-28,M,312 Christopher Heights,North Judithbury,PZA-6827,no,1.0,11,7029,2,2,2,2,yes,yes,4.0,0.0,0,Purpose.NewCar,Property.RealEstate,Job.SkilledEmployee,Housing.Rent,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
460-22-8578,Michael,Sullivan,1986-04-11,M,068 Sanchez Streets,East Jill,90QV9,no,2.0,12,6095,3,4,1,1,no,yes,8.0,0.0,1,Purpose.UsedCar,Property.Unknown,Job.SkilledEmployee,Housing.ForFree,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
756-81-9320,Stephanie,Thompson,1994-07-23,F,85067 Jackson Creek Suite 381,North Judithbury,JPJ 430,yes,1.0,6,617,4,1,1,1,yes,yes,0.0,0.0,0,Purpose.DomesticAppliance,Property.RealEstate,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
364-02-1661,James,Leblanc,1989-07-24,M,9705 Christina Isle,North Judithbury,526 LDA,no,2.0,18,8269,3,2,1,1,no,yes,0.0,0.0,0,Purpose.Radio.Television,Property.CarOther,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.None
112-57-7199,Jeffrey,Gonzalez,1984-09-22,M,1702 Perez Locks,North Judithbury,284 JLN,no,1.0,36,6516,1,2,1,2,yes,yes,2.0,0.0,0,Purpose.Furniture.Equipment,Property.Insurance,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.Guarantor,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
508-88-2088,Christopher,Gomez,1984-07-07,M,53134 Dennis Manor Suite 023,Lisatown,678-VID,no,1.0,15,3098,2,3,1,1,yes,yes,0.0,0.0,0,Purpose.NewCar,Property.RealEstate,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
492-38-4624,Erika,Duran,1988-04-02,F,621 Laura Crossroad Apt. 580,Cassandraton,30-56906,yes,0.0,12,5431,3,1,1,1,yes,yes,0.0,0.0,0,Purpose.Furniture.Equipment,Property.RealEstate,Job.Management.SelfEmp.HighlyQualified,Housing.Rent,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
626-24-3092,John,Hodges,1984-03-15,M,282 Juan Crescent,Lisatown,WH6 3718,no,0.0,12,1357,4,4,2,1,yes,yes,13.0,98.0,0,Purpose.Retraining,Property.Insurance,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
538-40-3792,Willie,Garza,1987-05-25,M,12604 Sarah Meadow,North Judithbury,066 TGC,no,0.0,18,3510,4,1,2,1,no,yes,4.0,0.0,0,Purpose.Business,Property.CarOther,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.Stores
042-01-0855,Daniel,Simmons,1957-10-25,M,604 Joseph Harbors,Cassandraton,3WN 502,no,2.0,24,5263,3,4,1,2,no,yes,3.0,0.0,0,Purpose.UsedCar,Property.Unknown,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.Guarantor,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.Bank
760-47-9649,Mary,Morris,1991-07-23,F,4916 Johnny Overpass Suite 541,East Jill,VA-8255,yes,0.0,24,2986,4,2,1,1,no,yes,0.0,0.0,1,Purpose.Radio.Television,Property.CarOther,Job.UnskilledResident,Housing.Rent,OtherDebtorsGuarantors.None,CreditHistory.Delay,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
547-93-2518,Joseph,Watson,1989-04-15,M,96112 Blake Shoal Apt. 371,North Judithbury,RTK-473,no,1.0,48,13028,3,3,2,2,yes,yes,13.0,52.0,0,Purpose.Radio.Television,Property.CarOther,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Delay,CheckingAccountStatus.none,OtherInstallmentPlans.Bank
580-08-3117,Amanda,Lee,1995-08-18,F,557 Rhonda Cliff Suite 688,North Judithbury,240 FTI,yes,2.0,33,4975,2,2,2,1,no,yes,3.0,0.0,0,Purpose.Business,Property.CarOther,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Delay,CheckingAccountStatus.none,OtherInstallmentPlans.None
714-02-8402,Patrick,Sanders,1986-06-15,M,78686 Lawson Ford,East Jill,LAF 939,no,0.0,24,8422,3,3,2,1,no,yes,5.0,0.0,0,Purpose.UsedCar,Property.CarOther,Job.UnskilledResident,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Delay,CheckingAccountStatus.none,OtherInstallmentPlans.None
548-15-0023,Jesus,Zimmerman,1999-12-31,M,3448 George Cape Apt. 402,East Jessetown,033EI,yes,2.0,24,5566,3,2,1,1,no,yes,0.0,346.0,1,Purpose.Radio.Television,Property.CarOther,Job.SkilledEmployee,Housing.Rent,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
109-93-6259,Mariah,Chen,1998-10-21,F,1842 Villanueva Hill Suite 005,Robinsonshire,4X IF089,yes,0.0,6,806,4,4,1,1,yes,yes,0.0,0.0,1,Purpose.Education,Property.Insurance,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
508-24-7527,Tracy,Scott,1993-06-15,M,3543 Moore Fort,North Judithbury,XNL 271,no,2.0,9,1177,4,3,1,1,yes,yes,3.0,0.0,1,Purpose.NewCar,Property.CarOther,Job.UnskilledResident,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
437-32-7456,Cody,Huffman,1986-02-13,M,724 Kyle Fall,New Jessica,VTG 121,no,1.0,6,2228,4,4,1,2,no,yes,,587.0,0,Purpose.Retraining,Property.Insurance,Job.Management.SelfEmp.HighlyQualified,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.None
789-11-4386,Terry,Waller,1988-10-21,M,820 Nicholas Brooks,North Judithbury,023 AYU,yes,1.0,18,2241,4,2,1,1,yes,yes,1.0,0.0,1,Purpose.Radio.Television,Property.CarOther,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
058-70-4383,Brenda,Burton,1994-09-23,F,18513 Timothy Port,East Jill,45-F723,yes,2.0,18,5605,1,4,1,1,yes,yes,0.0,0.0,1,Purpose.Furniture.Equipment,Property.Insurance,Job.SkilledEmployee,Housing.Rent,OtherDebtorsGuarantors.None,CreditHistory.NoCredit.AllPaid,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
362-84-4700,Mark,Martinez,1996-06-27,M,84186 Aaron Fork,New Roberttown,3662,no,1.0,39,4624,4,4,1,1,yes,yes,1.0,592.0,0,Purpose.UsedCar,Property.CarOther,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.None
439-68-5487,Darrell,Koch,1996-09-01,M,172 Jeffrey Haven Suite 195,Lake Roberto,L92 2CB,no,2.0,24,9274,4,2,1,1,yes,yes,6.0,0.0,0,Purpose.Radio.Television,Property.CarOther,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.gt.200,OtherInstallmentPlans.Bank
328-19-6400,Kyle,Shelton,1982-06-29,M,494 Hutchinson Groves,North Judithbury,VLI-1022,no,1.0,12,1867,3,4,1,1,yes,yes,4.0,192.0,0,Purpose.Business,Property.RealEstate,Job.UnskilledResident,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
822-84-4029,Jeremy,Robles,1978-01-17,M,19642 Marcus Crossroad Apt. 655,New Roberttown,NPW-6952,no,2.0,15,2660,4,4,2,2,no,yes,13.0,0.0,0,Purpose.Furniture.Equipment,Property.CarOther,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
062-45-5913,Janet,Dunn,1999-03-28,F,836 Bianca Manor Apt. 135,North Noahstad,5GA8721,yes,0.0,12,6431,1,1,1,1,yes,yes,1.0,0.0,0,Purpose.Radio.Television,Property.RealEstate,Job.UnskilledResident,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
381-07-1737,Samuel,Delacruz,1996-03-06,M,7286 Jason Fork,North Judithbury,2XED606,no,2.0,24,2162,4,1,1,1,yes,yes,0.0,0.0,0,Purpose.NewCar,Property.Insurance,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
422-93-5527,Mary,Jones,1963-12-20,F,25213 Alexander Village,North Judithbury,27-2847E,yes,0.0,30,6520,4,4,2,1,no,yes,13.0,1429.0,0,Purpose.Furniture.Equipment,Property.Insurance,Job.SkilledEmployee,Housing.Rent,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
514-40-3725,Jill,Newman,1991-03-02,F,1200 Wesley Branch,Cassandraton,NVO 849,yes,1.0,15,1728,3,2,2,1,yes,yes,5.0,1378.0,0,Purpose.Furniture.Equipment,Property.Insurance,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Delay,CheckingAccountStatus.none,OtherInstallmentPlans.None
489-41-6638,Jeff,Moore,1977-07-28,M,623 Montgomery Forges,Jacquelineland,FXR 917,no,2.0,12,2093,4,4,1,1,no,yes,3.0,897.0,0,Purpose.NewCar,Property.RealEstate,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.none,OtherInstallmentPlans.None
012-97-5065,Ronald,Martin,1973-11-09,M,634 Dan Lake Suite 034,North Judithbury,HRD 139,no,2.0,6,2176,4,4,1,1,no,yes,,0.0,1,Purpose.NewCar,Property.Insurance,Job.Management.SelfEmp.HighlyQualified,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Delay,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
200-41-6401,Cody,Harris,1970-03-20,M,41990 Williams Island,Cassandraton,405468,no,0.0,12,5539,2,4,1,1,no,yes,2.0,0.0,0,Purpose.Radio.Television,Property.CarOther,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.None
699-60-1291,Molly,Dickson,1960-01-07,F,6818 Andrew Underpass,East Jill,4PS B22,yes,2.0,24,6763,4,4,1,1,no,yes,7.0,0.0,0,Purpose.NewCar,Property.Unknown,Job.SkilledEmployee,Housing.ForFree,OtherDebtorsGuarantors.CoApplicant,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.None
245-27-9944,Stephen,Davis,1985-07-20,M,22889 West Curve,Lake Debra,6JLT 06,no,0.0,10,2552,3,2,1,1,yes,no,3.0,326.0,0,Purpose.NewCar,Property.RealEstate,Job.UnskilledResident,Housing.Rent,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.None
184-91-7549,Benjamin,Hernandez,1994-07-31,M,02481 Davis Island Apt. 421,Robinsonshire,511SL,no,1.0,6,6332,2,3,1,1,yes,yes,4.0,0.0,0,Purpose.NewCar,Property.Insurance,Job.SkilledEmployee,Housing.Rent,OtherDebtorsGuarantors.Guarantor,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.None
699-53-8290,David,Kennedy,1994-09-25,M,2197 Michael Heights Suite 692,Lake Debra,89-L551,no,1.0,12,3481,2,2,2,1,yes,yes,13.0,0.0,0,Purpose.Radio.Television,Property.Unknown,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.none,OtherInstallmentPlans.None
398-60-1532,Joanna,Rich,1979-09-06,F,038 Eric Cove,North Judithbury,MFS 613,yes,0.0,27,14972,2,4,2,1,no,yes,15.0,0.0,1,Purpose.Business,Property.Unknown,Job.Management.SelfEmp.HighlyQualified,Housing.ForFree,OtherDebtorsGuarantors.None,CreditHistory.NoCredit.AllPaid,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
559-20-7700,Hannah,Mcdonald,1995-02-12,F,12166 Richard Circles Suite 597,North Noahstad,7W X1470,yes,1.0,6,2227,1,1,2,1,yes,yes,4.0,156.0,0,Purpose.Radio.Television,Property.Insurance,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.none,OtherInstallmentPlans.None
651-23-1370,Charles,Lewis,1983-08-25,M,605 Irwin Forest,North Judithbury,644GAY,no,2.0,6,662,4,4,1,1,yes,yes,16.0,498.0,0,Purpose.Radio.Television,Property.Insurance,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
430-62-7791,Charles,Hill,1981-12-19,M,7683 White Center,North Judithbury,654235,no,2.0,12,3820,3,2,2,2,yes,no,3.0,0.0,0,Purpose.NewCar,Property.RealEstate,Job.UnskilledResident,Housing.Rent,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
270-67-0061,Joseph,Bowers,2002-04-21,M,9608 Christian Shores Apt. 550,Lake Chad,OEP 516,yes,0.0,24,5393,2,4,1,1,yes,yes,4.0,56.0,1,Purpose.Furniture.Equipment,Property.CarOther,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
215-25-9451,William,Harding,1993-06-01,M,791 Jeffery Field,New Roberttown,82-9635W,no,0.0,36,16261,4,1,1,1,no,yes,0.0,254.0,1,Purpose.Furniture.Equipment,Property.Unknown,Job.Management.SelfEmp.HighlyQualified,Housing.Rent,OtherDebtorsGuarantors.CoApplicant,CreditHistory.PaidDuly,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
182-71-9747,Troy,Wood,1981-11-07,M,44817 Gutierrez Knoll Suite 868,North Judithbury,1-2765K,no,0.0,24,2853,4,3,2,1,yes,yes,6.0,0.0,0,Purpose.Furniture.Equipment,Property.Insurance,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.none,OtherInstallmentPlans.None
596-05-4750,Christopher,Graham,1989-08-17,M,649 Wanda Valley Apt. 109,Port Keith,7-98178D,yes,1.0,18,2342,4,2,1,1,yes,yes,8.0,0.0,0,Purpose.Radio.Television,Property.RealEstate,Job.UnskilledResident,Housing.Own,OtherDebtorsGuarantors.Guarantor,CreditHistory.PaidDuly,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.None
315-54-3958,Samuel,Lewis,1994-06-01,M,613 Sampson Keys Suite 660,Cassandraton,444 ZHQ,no,1.0,6,2381,2,4,2,2,no,yes,13.0,189.0,0,Purpose.NewCar,Property.CarOther,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.gt.200,OtherInstallmentPlans.None
849-07-9468,April,Stout,1995-01-27,F,02589 Rogers Ports,East Jill,8-H6396,yes,1.0,24,5621,4,1,1,1,yes,yes,0.0,0.0,1,Purpose.NewCar,Property.Insurance,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
209-12-1529,Jeffrey,Ayers,1978-12-14,M,265 Samuel Courts Apt. 819,North Judithbury,YUI 825,no,2.0,36,9887,2,4,1,2,yes,yes,10.0,0.0,0,Purpose.UsedCar,Property.Unknown,Job.SkilledEmployee,Housing.ForFree,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
199-69-4019,Alexander,Smith,1972-01-18,M,98196 Julia Curve,New Roberttown,52U•334,no,2.0,9,2027,2,4,1,1,yes,yes,12.0,136.0,0,Purpose.Radio.Television,Property.RealEstate,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.gt.200,OtherInstallmentPlans.None
080-64-5922,Nicholas,Roman,1983-05-01,M,0412 Danielle Prairie Apt. 179,North Judithbury,D42 1EJ,no,2.0,24,2189,4,4,2,2,yes,yes,0.0,121.0,1,Purpose.Radio.Television,Property.Unknown,Job.SkilledEmployee,Housing.Own,OtherDebtorsGuarantors.None,CreditHistory.Critical,CheckingAccountStatus.0.to.200,OtherInstallmentPlans.Bank
011-23-9295,Susan,Clark,1997-03-18,F,0617 Jason Manor,East Jessetown,2KU O24,yes,0.0,24,2173,4,4,1,1,yes,yes,0.0,0.0,1,Purpose.NewCar,Property.Insurance,Job.SkilledEmployee,Housing.Rent,OtherDebtorsGuarantors.None,CreditHistory.PaidDuly,CheckingAccountStatus.lt.0,OtherInstallmentPlans.None
525-98-2497,Mark,Bond,1994-02-23,M,5799 Eric Streets,Cassandraton,DG 90808,no,0.0,10,2356,4,4,1,1,yes,yes,3.0,589.0,1,Purpose.NewCar,Property.Insurance,Job.UnskilledResident,Housing.Own,OtherDebtorsGuarantors.Guarantor,CreditHistory.PaidDuly,CheckingAccountStatus.none,OtherInstallmentPlans.None
